epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.3924,1.91969,3.21843,1.54829,0.87883,0.13892,0.68943,0.31667,1.80979,2.9371,1.32898,0.000272879,0.000272879,0.000272879
2,21.955,1.86311,1.40979,1.45846,0.85555,0.77915,0.85764,0.40366,1.82819,1.71218,1.36836,0.000545096,0.000545096,0.000545096
3,32.1319,1.79456,1.20748,1.41938,0.80891,0.85656,0.86039,0.40839,1.82725,1.21445,1.43275,0.000811814,0.000811814,0.000811814
4,42.2806,1.77873,1.13331,1.41446,0.8418,0.85284,0.88789,0.4363,1.7978,1.04819,1.39657,0.00080826,0.00080826,0.00080826
5,52.3981,1.74335,1.06314,1.38896,0.79075,0.86808,0.87148,0.42202,1.82553,1.0173,1.40967,0.000800013,0.000800013,0.000800013
6,62.9821,1.72985,0.9923,1.37956,0.86322,0.89651,0.91128,0.46035,1.74602,0.9031,1.37765,0.000791767,0.000791767,0.000791767
7,74.2298,1.71044,0.94954,1.36458,0.86573,0.90157,0.9147,0.46481,1.7492,0.93336,1.35912,0.00078352,0.00078352,0.00078352
8,85.213,1.69438,0.9202,1.36214,0.88568,0.92047,0.94072,0.48112,1.74974,0.81184,1.32208,0.000775273,0.000775273,0.000775273
9,95.8389,1.69383,0.88604,1.35365,0.89633,0.89963,0.94149,0.48723,1.74398,0.86587,1.37239,0.000767026,0.000767026,0.000767026
10,106.044,1.67738,0.86127,1.3518,0.88192,0.91872,0.94078,0.48376,1.76336,0.82039,1.371,0.00075878,0.00075878,0.00075878
11,116.573,1.65744,0.82182,1.33619,0.91871,0.91815,0.95342,0.50692,1.71354,0.76872,1.33036,0.000750533,0.000750533,0.000750533
12,128.374,1.65008,0.80438,1.33081,0.90655,0.91272,0.94454,0.50429,1.71931,0.83168,1.35332,0.000742286,0.000742286,0.000742286
13,141.747,1.64499,0.7961,1.3325,0.90873,0.89512,0.93425,0.48821,1.74342,0.84037,1.34772,0.00073404,0.00073404,0.00073404
14,154.876,1.62511,0.77207,1.32102,0.93888,0.91713,0.96448,0.52028,1.68567,0.74075,1.33431,0.000725793,0.000725793,0.000725793
15,167.482,1.62668,0.76345,1.31984,0.91818,0.91259,0.95034,0.5041,1.72144,0.76822,1.34201,0.000717546,0.000717546,0.000717546
